BIOCHEMICAL,PATHWAY,ChemRICHClass,PUBCHEM,INCHIKEY,PLATFORM,MASS,RI
lpe(15:0),lysophosphatidylethanolamine,LPE,52925150,FGHPDPYCRTXYNZ-LJQANCHMSA-N,dms-ms,,
lpe(16:0),lysophosphatidylethanolamine,LPE,9547069,YVYMBNSKXOXSKW-HXUWFJFHSA-N,dms-ms,,
lpe(16:1),lysophosphatidylethanolamine,LPE,52925129,DSOWUEHXZJUNID-WHXUGTBJSA-N,dms-ms,,
lpe(17:0),lysophosphatidylethanolamine,LPE,52925149,RVNBVQKDPQVSOY-OAQYLSRUSA-N,dms-ms,,
lpe(18:0),lysophosphatidylethanolamine,LPE,444183,KIHAGWUUUHJRMS-JOCHJYFZSA-N,dms-ms,,
lpe(18:1),lysophosphatidylethanolamine,LPE,53480924,PYVRVRFVLRNJLY-MZMPXXGTSA-N,dms-ms,,
lpe(18:2),lysophosphatidylethanolamine,LPE,9547069,SVRBKLJIDJHADS-USWSLJGRSA-N,dms-ms,,
lpe(18:3),lysophosphatidylethanolamine,LPE,52925136,QULMFYLWLOKODU-CSLWLMPESA-N,dms-ms,,
lpe(18:4),lysophosphatidylethanolamine,,,,gc-fid,,
lpe(20:0),lysophosphatidylethanolamine,LPE,52925131,HEQMDGOBDIGJOC-XMMPIXPASA-N,dms-ms,,
lpe(20:1),lysophosphatidylethanolamine,LPE,52925139,JEAGLCKGAKACCE-OPSAWKISSA-N,dms-ms,,
lpe(20:2),lysophosphatidylethanolamine,LPE,,,dms-ms,,
lpe(20:3),lysophosphatidylethanolamine,LPE,,FJDVENKXPUIXRG-WMTBOZPISA-N,dms-ms,,
lpe(20:4),lysophosphatidylethanolamine,LPE,53480937,ROPRRXYVXLDXQO-XSQXPFHXSA-N,dms-ms,,
lpe(20:5),lysophosphatidylethanolamine,LPE,52925146,MMHCCHGAKPRCIO-KOYQJJOGSA-N,dms-ms,,
lpe(22:1),lysophosphatidylethanolamine,,,,gc-fid,,
lpe(22:2),,,,,dms-ms,,
lpe(22:4),lysophosphatidylethanolamine,LPE,52925133,NJHKGJJIKOCCMZ-YMIVKDKMSA-N,dms-ms,,
lpe(22:5),lysophosphatidylethanolamine,LPE,53480943,ZMHRXVSSWJALGN-GOGKNFEWSA-N,dms-ms,,
lpe(22:6),lysophosphatidylethanolamine,LPE,52925132,TWBVHOYVCUOMJY-PAUXXPOVSA-N,dms-ms,,
l-rhamnose,,,,,lc/ms pos,166.1,729
l-threonate,"cofactors, prosthetic groups, electron carriers",,,,lc/ms polar,135.02989,2384
lupeol,,,,,gc/ms,189.2,2415
l-urobilin,cofactors and vitamins,Tetrapyrroles,5280818,TYOWQSLRVAUSMI-WKULSOCRSA-N,lc/ms pos late,595.34902,901
luteolin,37115,Flavones,5280445,IQPNAANSBPBGFQ-UHFFFAOYSA-N,lc/ms neg,285,3545
luteolin 6-c-glucoside,37473,,,,lc/ms neg,447.3,2595
luteolin-6-c-glucoside,,,,,lc/ms pos,449.2,3274
luteolin-8-c-glucoside,,,,,lc/ms neg,447.3,2452
lys,amino acid,,,,lc/ms pos early,147.11281,2850
lysine,amino acid,"Amino Acids, Basic",5962,KDXKERNSBIXSRK-YFKPBYRVSA-N,lc/ms pos early,147.11281,2850
lysoplasmalogen,,,,,lc/ms neg esi,554.34633,6300
lysylalanine,peptide,,,,lc/ms pos early,218.14992,3057
lysylaspartate,,,,,lc/ms pos early,262.13975,2979
lysylglutamine,,,,,lc/ms pos early,275.17139,2979
lysylisoleucine,peptide,,,,lc/ms pos,260.2,1474
lysylleucine,peptide,Oligopeptides,4682588,ATIPDCIQTUXABX-UHFFFAOYSA-N,lc/ms pos early,260.19687,3370
lysyllysine,,,,,lc/ms pos early,275.20777,3293
lysylphenylalanine,peptide,Oligopeptides,151410,QCZYYEFXOBKCNQ-STQMWFEESA-N,lc/ms neg,292.2,2285
lysylproline,,Oligopeptides,171204,AIXUQKMMBQJZCU-IUCAKERBSA-N,lc/ms pos early,244.16557,3078
lysylvaline,peptide,,,,lc/ms pos,246.2,876.2
lyxonate,carbohydrate,Pentoses,,QXKAIJAYHKCRRA-PZGQECOJSA-N,lc/ms polar,165.0405,2350
lyxose,carbohydrate,,,,gc/ms,217,1633.1
mag(12:0),mag,MAG,,,dms-ms,,
mag(14:0),mag,MAG,,,dms-ms,,
mag(14:1),mag,MAG,,,dms-ms,,
mag(15:0),mag,MAG,,,dms-ms,,
mag(16:0),mag,MAG,,,dms-ms,,
mag(16:1),mag,MAG,,,dms-ms,,
mag(17:0),mag,MAG,,,dms-ms,,
mag(18:0),mag,MAG,,,dms-ms,,
mag(18:1),mag,MAG,12178130,RZRNAYUHWVFMIP-QJRAZLAKSA-N,dms-ms,,
mag(18:2),mag,MAG,,,dms-ms,,
mag(18:3),mag,MAG,,,dms-ms,,
mag(18:4),mag,MAG,,,dms-ms,,
mag(20:0),mag,MAG,,,dms-ms,,
mag(20:1),mag,MAG,,,dms-ms,,
mag(20:2),mag,MAG,,,dms-ms,,
mag(20:3),mag,MAG,,,dms-ms,,
mag(20:4),mag,MAG,,,dms-ms,,
mag(20:5),mag,MAG,,,dms-ms,,
mag(22:0),mag,MAG,,,dms-ms,,
mag(22:1),mag,MAG,,,dms-ms,,
mag(22:2),mag,MAG,,,dms-ms,,
mag(22:4),mag,MAG,,,dms-ms,,
mag(22:5),mag,MAG,,,dms-ms,,
mag(22:6),mag,MAG,,,dms-ms,,
mag(24:0),mag,MAG,,,dms-ms,,
mag(24:1),mag,MAG,,,dms-ms,,
mal,carbohydrate,,,,lc/ms neg,133.01425,615.6
malate,energy,Immunoglobulin Fragments,525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,lc/ms neg,133.01425,615.6
malate<u+ff08><u+82f9><u+679c><u+9178><u+ff09>,,,,,lc/ms neg,133.01425,615.6
maleate,lipid,Dicarboxylic Acids,444266,VZCYOOQTPOCHFL-UHFFFAOYSA-N,lc/ms polar,115.00368,2640
maleate (cis-butenedioate),carbohydrate,Tricarboxylic Acids,444266,,gc/ms,245,1338
maleoylcarnitine,xenobiotics,,,,lc/ms pos early,260.11287,2155
malonate,lipid,Dicarboxylic Acids,867,OFOBLEOULBTSOW-UHFFFAOYSA-N,lc/ms polar,103.00368,3447
malonate (propanedioate),lipid,Dicarboxylic Acids,867,OFOBLEOULBTSOW-UHFFFAOYSA-N,lc/ms neg,103.2,606
malonylcarnitine,lipid,CAR,22833583,ZGNBLKBZJBJFDG-ZETCQYMHSA-N,lc/ms pos early,248.11287,2086
malonylgenistin,xenobiotics,,,,lc/ms neg,269.04531,3347
malote,lipid,,,,lc/ms polar,103.00368,3447
maltitol/lactitol/cellobiotol/palatinol,carbohydrate,,,,lc/ms neg,343.1246,750
maltohexaose,carbohydrate,,,,lc/ms neg,989.32023,1224
maltol,xenobiotics,Pyrans,8369,XPCTZQVDEJYUGT-UHFFFAOYSA-N,lc/ms pos early,127.03897,1896
maltol sulfate,xenobiotics,,,,lc/ms neg,204.9812,1503
maltopentaose,carbohydrate,,,,lc/ms neg,827.2674,5365
maltose,carbohydrate,Disaccharides,6255,DKXNBNKWCZZMJT-WUJBLJFYSA-N,lc/ms polar,387.11442,3329.4
maltotetraose,carbohydrate,Glucans,446495,LUEWUZLMQUOBSB-CHYJJPLWSA-N,lc/ms neg,665.21458,910
maltotriose,carbohydrate,Cellulases,439586,FYGDTMLNYKFZSV-DZOUCCHMSA-N,lc/ms polar,549.16723,4286.4
mandelate,xenobiotics,"Acids, Carbocyclic",3839223,IWYDHOAUDWTVEP-UHFFFAOYSA-M,lc/ms neg,151.04006,1431.4
mannitol,carbohydrate,Sugar Alcohols,6251,FBPFZTCFMRRESA-UHFFFAOYSA-N,gc/ms,319.1,1839
mannitol/sorbitol,carbohydrate,Sugar Alcohols,5780,FBPFZTCFMRRESA-UHFFFAOYSA-N,lc/ms polar,181.07176,2320
mannitol-1-phosphate,carbohydrate,,,,gc/ms,387.2,2035
mannonate,xenobiotics,"Acids, Acyclic",3246006,RGHNJXZEOKUKBD-MBMOQRBOSA-N,lc/ms polar,195.051,2736
mannonate*,xenobiotics,"Acids, Acyclic",3246006,RGHNJXZEOKUKBD-MBMOQRBOSA-N,lc/ms polar,195.051,2736
mannosamine,carbohydrate,,,,gc/ms,203,1829.3
mannose,carbohydrate,Deoxy Sugars,18950,WQZGKKKJIJFFOK-QTVWNMPRSA-N,lc/ms polar,225.06159,2200
mannose 6-phosphate,carbohydrate,,,,lc/ms polar,259.0224,4510
mannose-1-phosphate,carbohydrate,,,,gc/ms,217.1,1708
mannose-6p,carbohydrate,,,,gc/ms,387.2,2035.9
mannose-6-phosphate,carbohydrate,,,,lc/ms polar,259.02244,4510
maprotiline,xenobiotics,Anthracenes,4011,QSLMDECMDJKHMQ-UHFFFAOYSA-N,lc/ms pos late,278.19033,
margarate (17:0),lipid,Palmitic Acids,10465,KEMQGTRYUADPNZ-UHFFFAOYSA-N,lc/ms neg,269.2486,5731
"margarate, methyl ester",lipid,,,,gc/ms,86.9,1898.6
margaroyl ethanolamide*,lipid,Endocannabinoid,,,lc/ms pos late,314.30536,1714
margaroylcarnitine (c17),lipid,CAR,,DWSFAVOTORHAAL-UHFFFAOYSA-N,lc/ms pos late,414.35779,1424
margaroylcarnitine (c17)*,lipid,CAR,,DWSFAVOTORHAAL-UHFFFAOYSA-N,lc/ms pos late,414.35779,1424
margaroylcarnitine*,lipid,CAR,,DWSFAVOTORHAAL-UHFFFAOYSA-N,lc/ms pos late,414.35779,1424
mead acid (20:3n9),lipid,Fatty Acids,5312531,UNSRRHDPHVZAHH-YOILPLPUSA-N,lc/ms neg,305.2486,5650
meadoylcarnitine (c20:3n9)*,lipid,,,,lc/ms pos late,450.3578,1408
meglumine,xenobiotics,Sorbitol,8567,MBBZMMPHUWSWHV-BDVNFPICSA-N,lc/ms pos early,196.118,1838
meloxicam,xenobiotics,Thiazines,54677470,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,lc/ms pos late,352.042,1038
menthol glucuronide,,,,,lc/ms neg,,
meprobamate,xenobiotics,Carbamates,4064,NPPQSCRMBWNHMW-UHFFFAOYSA-N,lc/ms pos early,219.13394,2994
meropenem,xenobiotics,Thienamycins,441130,DMJNNHOOLUXYBV-PQTSNVLCSA-N,lc/ms neg,382.14421,2468
mesaconate (methylfumarate),energy,Dicarboxylic Acids,638129,HNEGQIOMVPPMNR-NSCUHMNNSA-N,lc/ms polar,129.01933,3000
met,amino acid,,,,lc/ms pos early,150.05833,2526
metabolonic lactone sulfate,partially characterized molecules,,,,lc/ms neg,427.216,4802
metformin,xenobiotics,Biguanides,4091,XZWYZXLIPXDOLR-UHFFFAOYSA-N,lc/ms pos early,130.1087,2817
methadone,,Ketones,4095,USSIQXCVUWKGNF-UHFFFAOYSA-N,lc/ms pos late,,
methamphetamine,xenobiotics,Amphetamines,10836,MYWUZJCMWCOHBA-UHFFFAOYSA-N,lc/ms pos early,150.1277,3202
methionine,amino acid,"Amino Acids, Sulfur",6137,FFEARJCKVFRZRR-BYPYZUCNSA-N,lc/ms pos early,150.05833,2526
methionine sulfone,amino acid,"Amino Acids, Sulfur",69961,UCUNFLYVYCGDHP-UHFFFAOYSA-N,lc/ms pos early,182.04816,1250
methionine sulfoxide,amino acid,"Amino Acids, Sulfur",847,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,lc/ms pos early,166.05325,1272
methionylalanine,peptide,Oligopeptides,7009581,JHKXZYLNVJRAAJ-WDSKDSINSA-N,lc/ms pos,221.1,1500
methionylaspartate,,,,,lc/ms pos early,265.08527,2431
methionylglutamate,,,,,lc/ms neg,,
methionylglycine,,,,,lc/ms neg,,
methionylisoleucine,,,,,lc/ms pos,263.2,2606.6
methionylleucine,,,,,lc/ms pos,263.2,2698
methionylphenylalanine,peptide,,,,lc/ms pos,297.2,3042
methionylserine,,,,,lc/ms neg,,
methionylthreonine,,,,,lc/ms neg,249.2,1703.2
methionylvaline,,,,,lc/ms pos,249.12674,2146
methyl beta-d-glucopyranoside,carbohydrate,,,,lc/ms pos,212.1,1094.3
methyl glucopyranoside (alpha + beta),xenobiotics,,6328565,,lc/ms neg,193.0718,1070
methyl indole-3-acetate,xenobiotics,"Acids, Heterocyclic",74706,KTHADMDGDNYQRX-UHFFFAOYSA-N,lc/ms pos early,190.08626,3380
methyl palmitate (15 or 2),lipid,,,,lc/ms neg,269.4,5698
methyl vanillate sulfate,xenobiotics,,,,lc/ms neg,261.00744,2933
methyl-4-hydroxybenzoate,xenobiotics,Hydroxybenzoates,7456,LXCFILQKKLGQFO-UHFFFAOYSA-N,lc/ms neg,151.04006,3671
methyl-4-hydroxybenzoate sulfate,xenobiotics,Hydroxybenzoates,122164837,IBEAHXYYSZWGED-UHFFFAOYSA-N,lc/ms neg,230.99688,2873
methyl-alpha-glucopyranoside,xenobiotics,,,,gc/ms,204,1809
methyl-beta-glucopyranoside,carbohydrate,,,,lc/ms pos,212.1,1094.3
methylglutaroylcarnitine,amino acid,,,,lc/ms pos,290.1,1900
methylmalonate (mma),lipid,Malonates,487,ZIYVHBGGAOATLY-UHFFFAOYSA-N,lc/ms polar,117.01933,3078.4
methylmalote (mma),lipid,,,,lc/ms polar,117.01933,3078.4
methylnaphthyl sulfate (1)*,xenobiotics,,,,lc/ms neg,237.0227,4117
methylnaphthyl sulfate (2)*,xenobiotics,,,,lc/ms neg,237.0227,4163
methylnicotinate,"cofactors, prosthetic groups, electron carriers",,,,lc/ms pos early,138.05496,1388
methylpalmitate (15 or 2),lipid,FFA,,,lc/ms neg,269.2487,5695
methylphosphate,nucleotide,Organophosphorus Compounds,13130,CAAULPUQFIIOTL-UHFFFAOYSA-N,lc/ms pos early,112.99983,544
methylprednisolone,,Prednisolone,6741,VHRSUDSXCMQTMA-PJHHCJLFSA-N,lc/ms polar,,
methylsuccinate,amino acid,Dicarboxylic Acids,10349,WXUAQHNMJWJLTG-UHFFFAOYSA-N,lc/ms polar,131.03498,2800
methylsuccinate<u+ff08><u+4e0e><u+83cc><u+7fa4><u+76f8><u+5173><u+6027><u+8f83><u+5f3a><u+ff09>,,,,,lc/ms polar,131.03498,2800
methylsuccinoylcarnitine,amino acid,CAR,164717134,GFWWWKVGRZVWDS-UHFFFAOYSA-N,lc/ms pos early,276.1442,2589
methylsuccinoylcarnitine (1),amino acid,CAR,,,lc/ms pos early,276.14417,2589
methylsuccinoylcarnitine (3),,,,,lc/ms pos early,276.14417,2522
methylsuccite,amino acid,,,,lc/ms polar,131.03498,2800
methylurea,amino acid,Urea,11719,XGEGHDBEHXKFPX-UHFFFAOYSA-N,lc/ms pos early,75.05529,807
metoclopramide,xenobiotics,Benzamides,4168,TTWJBBZEZQICBI-UHFFFAOYSA-N,lc/ms pos early,,
metoprolol,xenobiotics,Ethanolamines,4171,IUBSYMUCCVWXPE-UHFFFAOYSA-N,lc/ms pos late,268.19072,760
metoprolol acid metabolite*,xenobiotics,Phenoxypropanolamines,62936,PUQIRTNPJRFRCZ-UHFFFAOYSA-N,lc/ms pos early,268.15434,2950
metronidazole,xenobiotics,Nitroimidazoles,4173,VAOCPAMSLUNLGC-UHFFFAOYSA-N,lc/ms pos early,172.07167,2046
mevalonate,lipid,Hydroxy Acids,449,KJTLQQUUPVSXIM-UHFFFAOYSA-N,lc/ms polar,147.06628,1462
mevalonate 5-diphosphate,,,,,lc/ms neg,306.99895,575
mevalonate 5-phosphate,lipid,,,,lc/ms neg,227.03261,594
mevalonolactone,lipid,Hydroxy Acids,10428,JYVXNLLUYHCIIH-UHFFFAOYSA-N,lc/ms pos early,131.07027,1375
midazolam,drug - psychoactive,Benzodiazepines,4192,DDLIGBOFAVUZHB-UHFFFAOYSA-N,lc/ms pos late,326.08548,899
mi-hexakisphosphate,carbohydrate,,,,lc/ms neg,658.85411,527
milrinone*,xenobiotics,,,,lc/ms neg,,
minocyclin,xenobiotics,Tetracyclines,54675783,DYKFCLLONBREIL-KVUCHLLUSA-N,lc/ms pos early,458.1922,3318
mirabegron,xenobiotics,,,,lc/ms neg,395.1547,4387
mirtazapine,drug - psychoactive,Dibenzazepines,4205,RONZAEMNMFQXRA-UHFFFAOYSA-N,lc/ms pos early,266.16518,3353
monoacylglycerol,,,,,lc/ms neg esi,227.20163,6353.3
monoethyl phthalate o-beta-d-glucuronide,xenobiotics,,,,lc/ms neg,369.0827,2941
montelukast,xenobiotics,"Acids, Acyclic",5281040,UCHDWCPVSPXUMX-TZIWLTJVSA-N,lc/ms pos late,586.21772,1318
mops,xenobiotics,,,,lc/ms neg,208.0649,1532
morphine,xenobiotics,Morphine Derivatives,5288826,BQJCRHHNABKAKU-KBQPJGBKSA-N,lc/ms pos early,286.1438,2591
morphine-3-glucuronide,xenobiotics,Morphinans,5484731,WAEXKFONHRHFBZ-ZXDZBKESSA-N,lc/ms neg,460.1613,2495
morphine-6-glucuronide,xenobiotics,Morphinans,5360621,GNJCUHZOSOYIEC-GAROZEBRSA-N,lc/ms neg,460.1613,3077
moxifloxacin,xenobiotics,Fluoroquinolones,152946,FABPRXSRWADJSP-MEDUHNTESA-N,lc/ms pos early,402.18236,3272
m-tyramine,amino acid,Biogenic Monoamines,11492,GHFGJTVYMNRGBY-UHFFFAOYSA-N,lc/ms pos early,138.09134,2701
m-tyramine sulfate,amino acid,,,,lc/ms neg,216.0336,1723
mycophenolic acid,xenobiotics,Caproates,446541,HPNSFSBZBAHARI-RUDMXATFSA-N,lc/ms neg,319.11871,4185
mycophenolic acid glucuronide,xenobiotics,Caproates,6442661,BYFGTSAYQQIUCN-HGIHDBQLSA-N,lc/ms neg,495.1508,2627
myo-inositol,lipid,Sugar Alcohols,892,CDAISMWEOUEBRE-GPIVLXJGSA-N,lc/ms polar,225.06159,3506.3
myo-inositol hexakisphosphate,,,,,lc/ms neg,658.8,523.4
"myo-inositol pentakisphosphate (1,2,4,5,6 or 1,3,4,5,6)",,,,,lc/ms neg,579,533
"myo-inositol tetrakisphosphate  (1,3,4,6 or 3,4,5,6 or 1,3,4,5)",,,,,lc/ms neg,499,536
myristamide (14:0)*,,,,,lc/ms pos late,228.23219,1527
myristate (14:0),lipid,FFA,11005,TUNFSRHWOTWDNC-UHFFFAOYSA-N,lc/ms neg,227.20165,5440
myristelaidate (tr 14:1n5),,,,,lc/ms neg,225.186,5355
myristoleate (14:1n5),lipid,FFA,5281119,YWWVWXASSLXJHU-WAYWQWQTSA-N,lc/ms neg,225.186,5346.9
myristoleoyl sphingomyelin*,lipid,SM,,,lc/ms polar,,
myristoleoylcarnitine (c14:1),lipid,CAR,90659872,ABVVZYXTZLEOHP-OLHLWXQYSA-N,lc/ms pos late,370.29471,1316
myristoleoylcarnitine (c14:1)*,lipid,CAR,90659872,ABVVZYXTZLEOHP-OLHLWXQYSA-N,lc/ms pos late,370.29471,1316
myristoleoylcarnitine*,lipid,CAR,129691961,UXKFXBZBMICOJF-HJWRWDBZSA-N,lc/ms pos late,370.29471,1316
myristoyl coa,lipid,,,,lc/ms neg,487.64951,5306
myristoyl dihydrosphingomyelin (d18:0/14:0)*,lipid,SM,,,lc/ms pos late,677.5592,2060
myristoyl ethanolamide,lipid,,,,lc/ms neg,270.24385,5972
myristoyl sphingomyelin*,lipid,SM,,,lc/ms polar,,
myristoyl sulfate,xenobiotics,,,,lc/ms neg,293.2,5465.2
myristoylcarnitine,lipid,CAR,6426854,PSHXNVGSVNEJBD-UHFFFAOYSA-N,lc/ms pos late,372.31084,1350
myristoylcarnitine (c14),lipid,CAR,53477791,,lc/ms pos late,372.31084,1350
myristoylcholine*,lipid,,,,lc/ms pos late,314.3054,
myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*,lipid,DG,,,lc/ms pos late,582.5092,2679
myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*,lipid,DG,,,lc/ms pos late,582.5092,2720
n('1)-acetylspermidine,amino acid,Putrescine,496,MQTAVJHICJWXBR-UHFFFAOYSA-N,lc/ms pos early,188.17574,3075
n(1)-acetylspermine,amino acid,Spermidine,916,GUNURVWAJRRUAV-UHFFFAOYSA-N,lc/ms pos early,245.23359,3356
n-(2-furoyl)glycine,xenobiotics,Amino Acids,21863,KSPQDMRTZZYQLM-UHFFFAOYSA-N,lc/ms neg,168.03023,1525
n-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2oh)),lipid,SM,,,lc/ms pos late,554.51429,2692
n(4)-acetylspermidine,,Putrescine,128317,OYYYKBDTBANKSJ-UHFFFAOYSA-N,lc/ms pos early,188.17574,3095
n(8)-acetylspermidine,amino acid,Putrescine,123689,FONIWJIDLJEJTL-UHFFFAOYSA-N,lc/ms pos early,188.17574,3098
n-(adp-ribosyl)-arginine (1)*,amino acid,,,,lc/ms neg,714.1655,1030
n-(adp-ribosyl)-arginine (2)*,amino acid,,,,lc/ms neg,714.1655,1121
n(g)-hydroxyarginine,amino acid,,,,lc/ms pos early,191.11387,2810
"n,n,n-trimethyl-5-aminovalerate",amino acid,Imino Acids,,CDLVFVFTRQPQFU-UHFFFAOYSA-N,lc/ms pos early,160.1332,2186
"n,n,n-trimethyl-alanylproline betaine (tmap)",amino acid,,,,lc/ms pos early,229.1547,2470
"n,n-dimethyl-5-aminovalerate",amino acid,Imino Acids,,UYZSNVLEDLCWGU-UHFFFAOYSA-N,lc/ms pos early,146.1176,2290
"n,n-dimethylalanine",amino acid,Alanine ,5488191,QCYOIFVBYZNUNW-BYPYZUCNSA-N,lc/ms pos early,118.0863,1370
"n,n-dimethyl-pro-pro",peptide,Methylated AA,,,lc/ms pos early,241.1547,2500
"n,n-dimethylsphingosine",lipid,,,,lc/ms pos,328.3,5192
"n,n-dimethylvaline",amino acid,,,,lc/ms pos early,146.11756,2186
"n,o-didesmethylvenlafaxine glucuronide",xenobiotics,Biogenic Monoamines,71316036,UDNAJOOLWIWCAW-SQBZNDFJSA-N,lc/ms pos early,426.21225,2902
"n1,n10-dicoumaroylspermidine",xenobiotics,Cinnamates,15270795,QYBCBMVQSCJMSA-VOMDNODZSA-N,lc/ms pos early,438.2387,3125
"n1,n12-diacetylspermine",amino acid,Spermidine,132680,NPDTUDWGJMBVEP-UHFFFAOYSA-N,lc/ms pos early,287.24416,3105
n1-methyl-2-pyridone-5-carboxamide,cofactors and vitamins,Nicotinic Acids,69698,JLQSXXWTCJPCBC-UHFFFAOYSA-N,lc/ms neg,151.0513,1668
n1-methyl-4-pyridone-3-carboxamide,cofactors and vitamins,Nicotinic Acids,440810,KTLRWTOPTKGYQY-UHFFFAOYSA-N,lc/ms pos early,153.06586,1260
n1-methyladenosine,nucleotide,Purine Nucleosides,27476,GFYLSDSUCHVORB-IOSLPCCCSA-N,lc/ms pos early,282.11969,2120
n1-methylguanosine,nucleotide,Purine Nucleosides,96373,UTAIYTHAJQNQDW-KQYNXXCUSA-N,lc/ms pos,298.1,1850
n1-methylinosine,nucleotide,Purine Nucleosides,65095,WJNGQIYEQLPJMN-UHFFFAOYSA-N,lc/ms pos early,283.1037,1430
"n2,n2-dimethylguanine",nucleotide,Methylated AA,135418794,XMSMHKMPBNTBOD-UHFFFAOYSA-N  ,lc/ms pos early,180.08799,2465
"n2,n2-dimethylguanosine",nucleotide,Purine Nucleosides,92919,RSPURTUNRHNVGF-IOSLPCCCSA-N,lc/ms pos early,312.13025,2210
"n2,n5-diacetylornithine",amino acid,Oligopeptides,65977,XUYANFPPYJSBPU-QMMMGPOBSA-N,lc/ms neg,215.10373,1367
"n2,n6-diacetyllysine",amino acid,"Amino Acids, Basic",7019608,ZHZUEHHBTYJTKY-VIFPVBQESA-N,lc/ms neg,229.11938,1604
"n2-acetyl,n6,n6-dimethyllysine",amino acid,"Amino Acids, Basic",,UNPVIYLDJYPILW-VIFPVBQESA-N,lc/ms pos early,217.1547,2172
"n2-acetyl,n6-methyllysine",amino acid,"Amino Acids, Basic",131864122,MKWKYAGEJHBUOX-QMMMGPOBSA-N,lc/ms pos early,203.139,2168
n2-acetyllysine,amino acid,"Amino Acids, Basic",92907,VEYYWZRYIYDQJM-ZETCQYMHSA-N,lc/ms polar,187.10881,3372.6
n2-acetyllysine/n6-acetyllysine,amino acid,,,,lc/ms pos early,189.12337,2129
n-2-hydroxypalmitoyl-sphingosine (d18:1/16:0(2oh)),,,,,lc/ms pos late,554.51429,2692
n2-methylguanosine,nucleotide,Purine Nucleosides,3035422,SLEHROROQDYRAW-KQYNXXCUSA-N,lc/ms neg,296.10004,1988
n3-methyluridine,nucleotide,Pyrimidine Nucleosides,99592,UTQUILVPBZEHTK-ZOQUXTDFSA-N,lc/ms neg,257.07791,1944
n4-acetyl-5-hydroxysulfamethoxazole*,xenobiotics,,,,lc/ms neg,310.05031,1745
n4-acetylcytidine,nucleotide,Pyrimidine Nucleosides,107461,NIDVTARKFBZMOT-PEBGCTIMSA-N,lc/ms pos early,286.10337,1580
n4-acetylsulfamethoxazole*,xenobiotics,Sulfanilamides,65280,GXPIUNZCALHVBA-UHFFFAOYSA-N,lc/ms neg,294.0554,2489
"n6,n6,n6-trimethyllysine",amino acid,"Amino Acids, Basic",440121,MXNRLFUSFKVQSK-UHFFFAOYSA-N,lc/ms pos early,189.15976,2825
"n6,n6-dimethyladenosine",nucleotide,,,,lc/ms pos early,296.13533,2415
"n6,n6-dimethyllysine",amino acid,"Amino Acids, Basic",193344,XXEWFEBMSGLYBY-ZETCQYMHSA-N,lc/ms pos early,175.1441,2831
n6-acetyllysine,amino acid,"Amino Acids, Basic",92832,DTERQYGMUDWYAZ-ZETCQYMHSA-N,lc/ms neg,187.10881,1059
n6-carbamoylthreonyladenosine,nucleotide,Purine Nucleosides,161466,UNUYMBPXEFMLNW-DWVDDHQFSA-N,lc/ms neg,411.12698,2164
n6-carboxyethyllysine,amino acid,,,,lc/ms pos early,219.13394,2695
n6-carboxymethyllysine,carbohydrate,"Amino Acids, Basic",123800,NUXSIDPKKIEIMI-LURJTMIESA-N,lc/ms pos early,205.11829,2500
n6-dimethylallyladenine,nucleotide,,,,lc/ms pos early,204.12438,3300
n6-formyllysine,amino acid,"Amino Acids, Basic",70923,KLPJXDPPMSJWKI-LURJTMIESA-N,lc/ms pos early,175.10772,1992
n6-methyladenosine,nucleotide,Purine Nucleosides,102175,VQAYFKKCNSOZKM-IOSLPCCCSA-N,lc/ms pos early,282.11969,2264
n6-methyllysine,amino acid,"Amino Acids, Basic",164795,PQNASZJZHFPQLE-LURJTMIESA-N,lc/ms pos early,161.1285,2831
n6-succinyladenosine,nucleotide,Purine Nucleosides,165243,VKGZCEJTCKHMRL-MDBUBQOGSA-N,lc/ms neg,382.10043,940
n-6-trimethyllysine,amino acid,"Amino Acids, Basic",440120,MXNRLFUSFKVQSK-QMMMGPOBSA-N,lc/ms pos,189.15976,690
n-acetyl alliin*,,,,,lc/ms neg,218.2,1446
n-acetyl methionine sulfoxide,amino acid,,,,lc/ms neg,206.2,926
n-acetyl sulfapyridine,xenobiotics,Sulfanilamides,58638,CYLYVXPHAQLXFG-UHFFFAOYSA-N,lc/ms pos early,292.07504,2146
n-acetyl-1-methylhistidine,amino acid,Histidine,53859791,GVRCKHXHWSYDEF-QMMMGPOBSA-N,lc/ms pos early,212.1028,2100
n-acetyl-1-methylhistidine*,amino acid,Histidine,53859791,GVRCKHXHWSYDEF-QMMMGPOBSA-N,lc/ms pos early,212.1028,2100
n-acetyl-2-aminoadipate,amino acid,"Amino Acids, Basic",443992,FTTGAAZKBNZDCZ-LURJTMIESA-N,lc/ms pos early,204.0867,1374
n-acetyl-2-aminooctanoate,lipid,"Amino Acids, Peptides, and Proteins",95555,JJGNMSOJTSABGA-UHFFFAOYSA-N,lc/ms neg,200.12921,3943
